"Ноутбук Asus Vivobook 15 M1502YA-BQ112 15,6"" (90NB0X21-M00AF0) quiet blue",24999,https://cdn.27.ua/190/f5/d3/7861715_7.jpeg,/ua/shop/noutbuk-asus-vivobook-15-m1502ya-bq112-15-6-90nb0x21-m00af0-quiet-blue.html
"Ноутбук Asus Vivobook 15 X1502ZA-BQ2004 15,6"" (90NB0VX1-M02UP0) quiet blue",27999,https://cdn.27.ua/190/95/5d/8885597_1.jpeg,/ua/shop/noutbuk-asus-vivobook-15-x1502za-bq2004-15-6-90nb0vx1-m02up0-quiet-blue.html
"Ноутбук HP Pavilion 15-eg3046ua 15.6"" FHD IPS AG, Intel i5-1335U, 16GB, F512GB, UMA, DOS, сріблястий",25399,https://cdn.27.ua/190/12/59/8131161_9.jpeg,/ua/shop/noutbuk-hp-pavilion-15-eg3046ua-15-6-fhd-ips-ag-intel-i5-1335u-16gb-f512gb-uma-dos-sribliastyi.html
"Ноутбук Acer Aspire 5 A515-58P-379M 15,6"" (NX.KHJEU.006) steel gray",20999,https://cdn.27.ua/190/dc/cd/8445133_9.jpeg,/ua/shop/noutbuk-acer-aspire-5-a515-58p-379m-15-6-nx-khjeu-006-steel-gray.html
"Ноутбук Acer Aspire 3 A315-24P-R2B0 15,6"" (NX.KDEEU.006) pure silver",18999,https://cdn.27.ua/190/1b/01/7674625_9.jpeg,/ua/shop/noutbuk-acer-aspire-3-a315-24p-r2b0-15-6-nx-kdeeu-006-pure-silver.html
"Ноутбук Acer Swift 1 SF114-34 14 (NX.A7BEU.00Q) gold",15499,https://cdn.27.ua/190/4b/28/4016936_2.jpeg,/ua/shop/noutbuk-acer-swift-1-sf114-34-14-nx-a7beu-00q-gold.html
"Ноутбук Thomson NEO N-14 14,1"" (MEAN14C8SL256FRW) grey",8599,https://cdn.27.ua/190/7f/5f/8683359_2.jpeg,/ua/shop/noutbuk-thomson-neo-n-14-14-1-mean14c8sl256frw-silver.html
"Ноутбук Asus Vivobook 15 X1504ZA-BQ1211 15,6"" (90NB1021-M01T10) quiet blue",22999,https://cdn.27.ua/190/3e/67/8601191_8.jpeg,/ua/shop/noutbuk-asus-vivobook-15-x1504za-bq1211-15-6-90nb1021-m01t10-quiet-blue.html
"Ноутбук Asus Vivobook Go 15 E1504FA-BQ210 15,6"" (90NB0ZR2-M00950) black",18499,https://cdn.27.ua/190/95/e1/7640545_4.jpeg,/ua/shop/noutbuk-asus-vivobook-go-15-e1504fa-bq210-15-6-90nb0zr2-m00950-black.html
"Ноутбук HP 15-fc0027ua 15,6"" (9H8N6EA) natural silver",15999,https://cdn.27.ua/190/13/19/8131353_2.jpeg,/ua/shop/noutbuk-hp-15-fc0027ua-15-6-9h8n6ea-natural-silver.html
"Ноутбук HP 15-fc0051ua 15,6"" (91L24EA) diamond white",18999,https://cdn.27.ua/190/f4/a7/7795879_1.jpeg,/ua/shop/noutbuk-hp-15-fc0051ua-15-6-91l24ea-diamond-white.html
"Ноутбук Asus Vivobook 15 X1504VA-BQ143 15,6"" (90NB10J1-M00J00) quiet blue",19499,https://cdn.27.ua/190/f2/8b/7860875_9.jpeg,/ua/shop/noutbuk-asus-vivobook-15-x1504va-bq143-15-6-90nb10j1-m00j00-quiet-blue.html
"Ноутбук HP 255 G10 15,6"" (9G8F7ES) turbo silver",32299,https://cdn.27.ua/190/39/cd/8665549_4.jpeg,/ua/shop/noutbuk-hp-255-g10-15-6-9g8f7es-turbo-silver.html
"Ноутбук Asus Vivobook 15 X1502ZA-BQ641 15,6"" (90NB0VX1-M00V20) quiet blue",22999,https://cdn.27.ua/190/1e/35/7085621_6.jpeg,/ua/shop/noutbuk-asus-vivobook-15-x1502za-bq641-15-6-90nb0vx1-m00v20-quiet-blue.html
"Ноутбук Asus Vivobook Go 15 E1504FA-BQ534 15,6"" (90NB0ZR1-M00UN0) cool silver",20999,https://cdn.27.ua/190/ee/c5/7859909_7.jpeg,/ua/shop/noutbuk-asus-vivobook-go-15-e1504fa-bq534-15-6-90nb0zr1-m00un0-cool-silver.html
"Ноутбук Acer Aspire 3 A315-24P 15,6"" (NX.KDEEU.007) silver",19999,https://cdn.27.ua/190/f3/8b/7598987_9.jpeg,/ua/shop/noutbuk-acer-aspire-3-a315-24p-15-6-nx-kdeeu-007-silver.html
"Ноутбук Lenovo IdeaPad 1 15IAU7 15,6"" (82QD00C9RA) cloud grey",15999,https://cdn.27.ua/190/f5/9f/7861663_24.jpeg,/ua/shop/noutbuk-lenovo-ideapad-1-15iau7-15-6-82qd00c9ra-cloud-grey.html
"Ноутбук Acer Aspire 5 A515-45-R5U0 15,6"" (NX.A7ZEU.001) black",16999,https://cdn.27.ua/190/19/73/7608691_8.jpeg,/ua/shop/noutbuk-acer-amd-ryzen-5-5500u-15-6-nx-a7zeu-001-black.html
"Ноутбук Asus Vivobook 15X M3504YA-BQ009 15,6"" (1408240) indie black",25999,https://cdn.27.ua/190/f2/93/7860883_7.jpeg,/ua/shop/noutbuk-asus-vivobook-15x-m3504ya-bq009-15-6-90nb1181-m000b0-indie-black.html
"Ноутбук Asus TUF Gaming A15 FA506NF-HN031 15,6"" (90NR0JE7-M004M0) graphite black",32499,https://cdn.27.ua/190/9d/1b/8494363_16.jpeg,/ua/shop/noutbuk-asus-tuf-gaming-a15-fa506nf-hn031-15-6-90nr0je7-m004m0-graphite-black.html
"Ноутбук Lenovo V15 G4 AMN 15,6"" (82YU00YARA) business black",20999,https://cdn.27.ua/190/a6/ab/7841451_10.jpeg,/ua/shop/noutbuk-lenovo-v15-g4-amn-15-6-82yu00yara-business-black.html
"Ноутбук HP Pavilion 15-eg3020ua 15,6"" (826Z4EA) natural silver",14999,https://cdn.27.ua/190/f1/6b/7795051_6.jpeg,/ua/shop/noutbuk-hp-pavilion-15-eg3020ua-15-6-826z4ea-natural-silver.html
"Ноутбук Acer Aspire 3 A315-59 15,6"" (NX.K6SEU.01P) pure silver",19999,https://cdn.27.ua/190/5b/03/9001731_7.jpeg,/ua/shop/noutbuk-acer-aspire-3-a315-59-15-6-nx-k6seu-01p-pure-silver.html
"Ноутбук Acer Aspire 5 A515-57-567T 15,6"" (NX.KN4EU.002) steel gray",25999,https://cdn.27.ua/190/1b/25/7674661_1.jpeg,/ua/shop/noutbuk-acer-aspire-5-a515-57-567t-15-6-nx-kn4eu-002-steel-gray.html
"Ноутбук HP 14-em0008ua 14"" (91M17EA) white",23999,https://cdn.27.ua/190/f4/7d/7795837_1.jpeg,/ua/shop/noutbuk-hp-14-em0008ua-14-91m17ea-white.html
"Ноутбук Apple MacBook Air M3 15,3"" (MRYU3UA/A) midnight",64499,https://cdn.27.ua/190/5b/e1/8149985_1.jpeg,/ua/shop/noutbuk-apple-macbook-air-m3-15-3-mryu3ua-a-midnight.html
"Ноутбук Apple MacBook Air M2 256Gb 13,6"" (MLXY3UA/A) silver",48499,https://cdn.27.ua/190/fb/9d/6880157_1.jpeg,/ua/shop/noutbuk-apple-macbook-air-m2-13-6-mlxy3ua-a-silver.html
"Ноутбук Lenovo LOQ 15IRH8 15,6"" (82XV00JTRA) storm grey",43999,https://cdn.27.ua/190/99/cf/7772623_17.jpeg,/ua/shop/noutbuk-lenovo-loq-15irh8-15-6-82xv00jtra-storm-grey.html
"Ноутбук Thomson Neo N14 14,1"" (MEAN14C8SL128FRW) grey",7699,https://cdn.27.ua/190/7f/5d/8683357_2.jpeg,/ua/shop/noutbuk-thomson-neo-n14-14-1-mean14c8sl128frw-grey.html
"Ноутбук Apple MacBook Pro14 M3 14,2"" (MR7J3UA/A) silver",79499,https://cdn.27.ua/190/48/97/7686295_2.jpeg,/ua/shop/noutbuk-apple-macbook-pro14-m3-14-2-mr7j3ua-a-silver.html
"Ноутбук Asus Vivobook Go 15 E1504FA-BQ210 15,6"" (90NB0ZR2-M00950) black",18499,https://cdn.27.ua/190/95/e1/7640545_4.jpeg,/ua/shop/noutbuk-asus-vivobook-go-15-e1504fa-bq210-15-6-90nb0zr2-m00950-black.html
"Ноутбук Asus Vivobook 15 X1502ZA-BQ641 15,6"" (90NB0VX1-M00V20) quiet blue",22999,https://cdn.27.ua/190/1e/35/7085621_6.jpeg,/ua/shop/noutbuk-asus-vivobook-15-x1502za-bq641-15-6-90nb0vx1-m00v20-quiet-blue.html
"Ноутбук Acer Aspire 3 A315-59 15,6"" (NX.K6SEU.01P) pure silver",19999,https://cdn.27.ua/190/5b/03/9001731_7.jpeg,/ua/shop/noutbuk-acer-aspire-3-a315-59-15-6-nx-k6seu-01p-pure-silver.html
"Ноутбук Acer Aspire 3 A315-24P 15,6"" (NX.KDEEU.007) silver",19999,https://cdn.27.ua/190/f3/8b/7598987_9.jpeg,/ua/shop/noutbuk-acer-aspire-3-a315-24p-15-6-nx-kdeeu-007-silver.html
"Ноутбук Acer Aspire 5 A515-45-R5U0 15,6"" (NX.A7ZEU.001) black",16999,https://cdn.27.ua/190/19/73/7608691_8.jpeg,/ua/shop/noutbuk-acer-amd-ryzen-5-5500u-15-6-nx-a7zeu-001-black.html
"Ноутбук Lenovo V15 G4 AMN 15,6"" (82YU00YARA) business black",20999,https://cdn.27.ua/190/a6/ab/7841451_10.jpeg,/ua/shop/noutbuk-lenovo-v15-g4-amn-15-6-82yu00yara-business-black.html
"Ноутбук Thomson NEO N-14 14,1"" (MEAN14C8SL256FRW) grey",8599,https://cdn.27.ua/190/7f/5f/8683359_2.jpeg,/ua/shop/noutbuk-thomson-neo-n-14-14-1-mean14c8sl256frw-silver.html
"Ноутбук Lenovo LOQ 15IRH8 15,6"" (82XV00JTRA) storm grey",43999,https://cdn.27.ua/190/99/cf/7772623_17.jpeg,/ua/shop/noutbuk-lenovo-loq-15irh8-15-6-82xv00jtra-storm-grey.html
"Ноутбук Acer Aspire 5 A515-57-567T 15,6"" (NX.KN4EU.002) steel gray",25999,https://cdn.27.ua/190/1b/25/7674661_1.jpeg,/ua/shop/noutbuk-acer-aspire-5-a515-57-567t-15-6-nx-kn4eu-002-steel-gray.html
"Ноутбук HP 255 G10 15,6"" (9G8F7ES) turbo silver",32299,https://cdn.27.ua/190/39/cd/8665549_4.jpeg,/ua/shop/noutbuk-hp-255-g10-15-6-9g8f7es-turbo-silver.html
"Ноутбук Dell Vostro 3520 15,6"" (N5315PVNB3520UA_UBU) black",22499,https://cdn.27.ua/190/53/35/7230261_7.jpeg,/ua/shop/noutbuk-dell-vostro-3520-15-6-n5315pvnb3520ua-ubu-black.html
"Ноутбук Apple MacBook Air M2 256Gb 13,6"" (MLXY3UA/A) silver",48499,https://cdn.27.ua/190/fb/9d/6880157_1.jpeg,/ua/shop/noutbuk-apple-macbook-air-m2-13-6-mlxy3ua-a-silver.html
"Ноутбук Acer Nitro V 15 ANV15-41-R8YS 15,6"" (NH.QSGEU.00B) black",39999,https://cdn.27.ua/190/3f/29/8929065_7.jpeg,/ua/shop/noutbuk-acer-nitro-v-15-anv15-41-r8ys-15-6-black.html
"Ноутбук Asus Vivobook 16X K3604ZA-MB010 16"" (90NB11T1-M006T0) indie black",26499,https://cdn.27.ua/190/4f/c7/9129927_14.jpeg,/ua/shop/noutbuk-asus-vivobook-16x-k3604za-mb010-16-90nb11t1-m006t0-indie-black.html
"Ноутбук Lenovo LOQ 15IRH8 15,6"" (82XV010JRA) storm grey",47999,https://cdn.27.ua/190/24/45/8135749_13.jpeg,/ua/shop/noutbuk-lenovo-loq-15irh8-15-6-82xv010jra-storm-grey.html
"Ноутбук HP 255 G10 15,6"" (817W2EA) black",23999,https://cdn.27.ua/190/14/87/7672967_6.jpeg,/ua/shop/noutbuk-hp-255-g10-15-6-817w2ea-black.html
"Ноутбук Apple MacBook Air M2 256Gb 13,6"" (MLXW3UA/A) space grey",48499,https://cdn.27.ua/190/fb/9b/6880155_1.jpeg,/ua/shop/noutbuk-apple-macbook-air-m2-13-6-mlxw3ua-a-space-grey.html
"Ноутбук Asus Vivobook Go 15 E1504FA-BQ008 15,6"" (90NB0ZR1-M00400) cool silver",18289,https://cdn.27.ua/190/0d/b3/7540147_7.jpeg,/ua/shop/noutbuk-asus-vivobook-go-15-e1504fa-bq008-15-6-90nb0zr1-m00400-cool-silver.html
"Ноутбук Asus Vivobook S 15 K5504VA-MA377 15,6"" (90NB0ZK1-M00N70) solar blue",44499,https://cdn.27.ua/190/cb/1b/9030427_16.jpeg,/ua/shop/noutbuk-asus-vivobook-s-15-k5504va-ma377-15-6-90nb0zk1-m00n70-solar-blue.html
"Ноутбук HP 250 G9 15,6"" (9V1E2AT) dark ash silver",31099,https://cdn.27.ua/190/ea/27/8776231_1.jpeg,/ua/shop/noutbuk-hp-250-g9-15-6-9v1e2at-dark-ash-silver.html
"Ноутбук Acer Aspire 17 A17-51M 17,3"" (NX.J0JEU.005) steel gray",39999,https://cdn.27.ua/190/c8/f7/9029879_1.jpeg,/ua/shop/noutbuk-acer-aspire-17-a17-51m-17-3-nx-j0jeu-005-steel-gray.html
"Ноутбук HP 14-ep0030ua 14"" (A1VM3EA) diamond white",33055,https://cdn.27.ua/190/b8/27/8697895_1.jpeg,/ua/shop/noutbuk-hp-14-ep0030ua-14-a1vm3ea-diamond-white.html
"Ноутбук Apple MacBook Pro14 M3 14,2"" (MR7J3UA/A) silver",79499,https://cdn.27.ua/190/48/97/7686295_2.jpeg,/ua/shop/noutbuk-apple-macbook-pro14-m3-14-2-mr7j3ua-a-silver.html
"Ноутбук Acer TravelMate P2 TMP215-53G 15,6"" (NX.VPXEU.001) black",27099,https://cdn.27.ua/190/30/f9/6893817_2.jpeg,/ua/shop/noutbuk-acer-travelmate-p2-tmp215-53g-15-6-nx-vpxeu-001-black.html
"Ноутбук Apple MacBook Air M1 13,3"" (MGN63UA/A) grey",39499,https://cdn.27.ua/190/34/a8/2897064_2.jpeg,/ua/shop/noutbuk-apple-macbook-air-m1-13-3-mgn63ua-a-grey.html
"УЦІНКА! Ноутбук Thomson NEO N-14 14,1 (MEAN14C8SL256FRW) grey (УЦ №2330)",8427,https://cdn.27.ua/190/26/07/9184775_2.jpeg,/ua/shop/utsinka-noutbuk-thomson-neo-n-14-14-1-mean14c8sl256frw-grey-uts-2330.html
"УЦІНКА! Ноутбук MSI Modern C12M-285XUA 14"" (C12M-285XUA) urban silver (УЦ №2330)",22343,https://cdn.27.ua/190/26/1f/9184799_7.jpeg,/ua/shop/utsinka-noutbuk-msi-modern-c12m-285xua-14-c12m-285xua-urban-silver-uts-2330.html
"Ноутбук Asus Vivobook Pro 15 K6502VV-MA023 15,6"" (90NB1121-M000T0) quiet blue",60969,https://cdn.27.ua/190/60/95/7889045_7.jpeg,/ua/shop/noutbuk-asus-vivobook-pro-15-k6502vv-ma023-15-6-90nb1121-m000t0-quiet-blue.html
"Ноутбук Asus ExpertBook B1 B1502CVA-BQ1009 15,6"" (90NX06X1-M015D0) star black",31999,https://cdn.27.ua/190/7b/a5/8747941_18.jpeg,/ua/shop/noutbuk-asus-expertbook-b1-b1502cva-bq1009-15-6-90nx06x1-m015d0-star-black.html
"УЦІНКА! Ноутбук HP Victus Gaming 16-r0005ua 16 (9R6S2EA) mica silver (УЦ №2265)",41237,https://cdn.27.ua/190/1f/af/9052079_1.jpeg,/ua/shop/utsinka-noutbuk-hp-victus-gaming-16-r0005ua-16-9r6s2ea-mica-silver-uts-2265.html
"Ноутбук HP 250 G9 15,6"" (6S6S9EA) dark ash silver",30655,https://cdn.27.ua/190/63/6b/8151915_1.jpeg,/ua/shop/noutbuk-hp-250-g9-15-6-6s6s9ea-dark-ash-silver.html
"Ноутбук Lenovo 16"" (82XG005BRA) silver",29999,https://cdn.27.ua/190/15/83/7607683_21.jpeg,/ua/shop/noutbuk-lenovo-16-82xg005bra-silver.html
"Ноутбук HP 15s-fq5035ua 15,6"" (91L38EA) natural silver",25699,https://cdn.27.ua/190/f4/cb/7795915_1.jpeg,/ua/shop/noutbuk-hp-15s-fq5035ua-15-6-91l38ea-natural-silver.html
"Ноутбук Lenovo ThinkBook 15 G4 IAP 15,6"" (21DJ000CRA) mineral grey",34399,https://cdn.27.ua/190/89/d7/7178711_3.jpeg,/ua/shop/noutbuk-lenovo-thinkbook-15-g4-iap-15-6-21dj000cra-mineral-grey.html
"Ноутбук MSI Thin GF63 12VE (GF63 12VE-665XPL)",37634,https://cdn.27.ua/sc--media--prod/default/ea/65/15/ea651520-b1ed-4b80-85a3-37eb69216908.png,/ua/shop/mplc-noutbuk-msi-thin-gf63-12ve-gf63-12ve-665xpl-1ee7fe0f-bef2-6c2e-9693-cb4b9d432c5b.html
"Ноутбук Asus TUF Gaming A15 FA506NF-HN038 15,6"" (90NR0JE7-M004L0) graphite black",32499,https://cdn.27.ua/190/e6/e7/8775399_1.jpeg,/ua/shop/noutbuk-asus-tuf-gaming-a15-fa506nf-hn038-15-6-90nr0je7-m004l0-graphite-black.html
"Ноутбук Acer Aspire 3 A315-59 15,6"" (NX.K6TEU.01B) black",17999,https://cdn.27.ua/190/5a/f9/8739577_2.jpeg,/ua/shop/noutbuk-acer-aspire-3-a315-59-15-6-nx-k6teu-01b-black.html
"Ноутбук Dream Machines RG4060-15 15,6"" (RG4060-15UA40) black",55050,https://cdn.27.ua/190/f8/b3/7862451_1.jpeg,/ua/shop/noutbuk-dream-machines-rg4060-15-15-6-rg4060-15ua40-black.html
"Ноутбук HP Victus Gaming Laptop 15-fb1000ua 15,6"" (9R6R6EA) ceramic white",36999,https://cdn.27.ua/190/b5/0f/8631567_6.jpeg,/ua/shop/noutbuk-hp-victus-gaming-laptop-15-fb1000ua-15-6-9r6r6ea-ceramic-white.html
"Ноутбук Apple MacBook Air M3 15,3"" (MXD23UA/A) silver",88999,https://cdn.27.ua/190/5b/e5/8149989_3.jpeg,/ua/shop/noutbuk-apple-macbook-air-m3-15-3-mxd23ua-a-silver.html
"Ноутбук Dream Machines RG3060-15 15,6"" (RG3060-15UA34)",44099,https://cdn.27.ua/190/ed/4b/7007563_6.jpeg,/ua/shop/noutbuk-dream-machines-rg3060-15-15-6-rg3060-15ua34.html
"Ноутбук PrologiX M15-710 15,6"" (PN15E01.PN58S2NU.019) black",12999,https://cdn.27.ua/190/aa/99/7580313_1.jpeg,/ua/shop/noutbuk-prologix-m15-710-15-6-pn15e01-pn58s2nu-019-black.html
"Ноутбук HP EliteBook 660 G11 16"" (902F5AV_V1) silver",58555,https://cdn.27.ua/190/ea/4d/8776269_1.jpeg,/ua/shop/noutbuk-hp-elitebook-660-g11-16-902f5av-v1-silver.html
"Ноутбук Maxcom mBook 14"" IPS Celeron J4125 RAM 256 Gb SSD Windows 11 Home 8 Gb Рожевий",21606.62,https://cdn.27.ua/sc--media--prod/default/bb/65/8d/bb658d30-8a6a-4a06-b41c-92a174890208.jpg,/ua/shop/mplc-noutbuk-maxcom-mbook-14-ips-celeron-j4125-ram-256-gb-ssd-windows-11-home-8-gb-rozevij-1ee2a111-3a8d-6336-9367-bb5af1cd9512.html
"Ноутбук HP Pavilion 15-eh1134ua 15,6"" (9H8N1EA) natural silver",19599,https://cdn.27.ua/190/12/91/8131217_7.jpeg,/ua/shop/noutbuk-hp-pavilion-15-eh1134ua-15-6-9h8n1ea-natural-silver.html
"Ноутбук Lenovo IdeaPad 1 15ALC7 15,6"" (82R4009RRA) cloud grey",23702,https://cdn.27.ua/190/0d/e9/7540201_14.jpeg,/ua/shop/noutbuk-lenovo-ideapad-1-15alc7-15-6-82r4009rra-cloud-grey.html
"Ноутбук Acer Aspire 5 A515-57-70EL 15,6"" (NX.KN4EU.008) steel gray",28999,https://cdn.27.ua/190/18/87/7608455_10.jpeg,/ua/shop/noutbuk-acer-aspire-5-a515-57-70el-15-6-nx-kn4eu-008-steel-gray.html
"Ноутбук HP 250 15,6"" (817V9EA) dark ash silver",23815,https://cdn.27.ua/190/f8/cd/7862477_12.jpeg,/ua/shop/noutbuk-hp-250-15-6-817v9ea-dark-ash-silver.html
"Ноутбук Dell Latitude 5540 15,6"" (N095L554015UA_UBU) grey",60099,https://cdn.27.ua/190/33/59/7353177_1.jpeg,/ua/shop/noutbuk-dell-latitude-5540-15-6-n095l554015ua-ubu-grey.html
"Ноутбук Lenovo LOQ 15IRH8 15,6"" (82XV00SLRA) storm grey",44999,https://cdn.27.ua/190/1e/73/8003187_16.jpeg,/ua/shop/noutbuk-lenovo-loq-15irh8-15-6-82xv00slra-storm-grey.html
"Ноутбук Lenovo IdeaPad 3 15,6"" (82KU01DSRA) arctic grey",24499,https://cdn.27.ua/190/df/8d/7069581_15.jpeg,/ua/shop/noutbuk-lenovo-ideapad-3-15-6-82ku01dsra-arctic-grey.html
"Ноутбук Asus Vivobook 15 X1504VA-BQ499 15,6"" (90NB10J1-M00PH0) quiet blue",19999,https://cdn.27.ua/190/60/d9/7889113_12.jpeg,/ua/shop/noutbuk-asus-vivobook-15-x1504va-bq499-15-6-90nb10j1-m00ph0-quiet-blue.html
"Ноутбук HP 250 G10 15,6"" (8D4L3ES) turbo silver",18799,https://cdn.27.ua/190/ad/fd/7843325_1.jpeg,/ua/shop/noutbuk-hp-250-g10-15-6-8d4l3es-turbo-silver.html
"Ноутбук 2E Notebook Imaginary 15,6"" (NL50MU-15UA52) grey",29599,https://cdn.27.ua/190/54/65/6902885_6.jpeg,/ua/shop/noutbuk-2e-notebook-imaginary-15-6-nl50mu-15ua52-grey.html
"Ноутбук Lenovo IdeaPad Slim 5 16IAH8 16"" (83BG004SRA) cloud grey",27999,https://cdn.27.ua/190/f5/a5/7861669_1.jpeg,/ua/shop/noutbuk-lenovo-ideapad-slim-5-16iah8-16-83bg004sra-cloud-grey.html
"Ноутбук Lenovo V15 G4 IRU 15,6"" (83A1009SRA) business black",24999,https://cdn.27.ua/190/a6/65/7841381_11.jpeg,/ua/shop/noutbuk-lenovo-v15-g4-iru-15-6-83a1009sra-business-black.html
"Ноутбук Acer Aspire 5 A515-57-7674 15,6"" (NX.KN4EU.00F) steel gray",34290,https://cdn.27.ua/190/f8/6b/7862379_7.jpeg,/ua/shop/noutbuk-acer-aspire-5-a515-57-7674-15-6-nx-kn4eu-00f-steel-gray.html
"Ноутбук Lenovo ideapad Slim 5 16ABR8 16"" (82XG005CRA) cloud grey",31999,https://cdn.27.ua/190/15/b1/7607729_4.jpeg,/ua/shop/noutbuk-lenovo-ideapad-slim-5-16abr8-16-82xg005cra-cloud-grey.html
"Ноутбук Lenovo V15 G4 IRU 15,6"" (83A1009QRA) business black",33799,https://cdn.27.ua/190/a6/3d/7841341_11.jpeg,/ua/shop/noutbuk-lenovo-v15-g4-iru-15-6-83a1009qra-business-black.html
"Ноутбук Acer Aspire 5 A517-58GM-57NB 17,3"" (NX.KJLEU.001) steel gray",39999,https://cdn.27.ua/190/1b/29/7674665_7.jpeg,/ua/shop/noutbuk-acer-aspire-5-a517-58gm-57nb-17-3-nx-kjleu-001-steel-gray.html
"Ноутбук Lenovo V15 G4 IRU Business 15,6"" (83A1006MRA) black",26899,https://cdn.27.ua/190/a6/2d/7841325_10.jpeg,/ua/shop/noutbuk-lenovo-v15-g4-iru-business-15-6-83a1006mra-black.html
"Ноутбук HP 14-em0014ua 14"" (91M23EA) natural silver",18699,https://cdn.27.ua/190/f4/e5/7795941_1.jpeg,/ua/shop/noutbuk-hp-14-em0014ua-14-91m23ea-natural-silver.html
"Ноутбук Lenovo IdeaPad 1 15IAU7 15,6"" (82QD00AFRA) cloud grey",21999,https://cdn.27.ua/190/f2/7f/7860863_1.jpeg,/ua/shop/noutbuk-lenovo-ideapad-1-15iau7-15-6-82qd00afra-cloud-grey.html
"Ноутбук Acer Nitro 17 AN17-42-R7XK 17,3"" (NH.QSDEU.005) obsidian black",68705,https://cdn.27.ua/190/7b/4d/8747853_6.jpeg,/ua/shop/noutbuk-acer-nitro-17-an17-42-r7xk-17-3-nh-qsdeu-005-obsidian-black.html
"Ноутбук HP 15-fc0012ua 15,6"" (833L6EA) moonlight blue",20499,https://cdn.27.ua/190/6c/4b/7367755_1.jpeg,/ua/shop/noutbuk-hp-15-fc0012ua-15-6-833l6ea-moonlight-blue.html
"Ноутбук HP 250 G9 15,6"" (723Q4EA) grey",20755,https://cdn.27.ua/190/b2/0b/7189003_6.jpeg,/ua/shop/noutbuk-hp-250-g9-15-6-723q4ea-grey.html
"Ноутбук HP Victus 16-s0007ua 16,1"" (8A7Z4EA) black",41999,https://cdn.27.ua/190/18/a3/7542947_1.jpeg,/ua/shop/noutbuk-hp-victus-16-s0007ua-16-1-8a7z4ea-black.html
"Ноутбук 2E Notebook Complex Pro 15,6"" (NS51PU-15UA52) grey",41999,https://cdn.27.ua/190/54/41/6902849_9.jpeg,/ua/shop/noutbuk-2e-notebook-complex-pro-15-6-ns51pu-15ua52-grey.html
"Ноутбук HP Pavilion x360 14"" (832S9EA) silver",27755,https://cdn.27.ua/190/6c/8b/7367819_1.jpeg,/ua/shop/noutbuk-hp-pavilion-x360-14-832s9ea-silver.html
"Ноутбук HP 14-em0012ua 14"" (91M21EA) natural silver",21455,https://cdn.27.ua/190/f4/e1/7795937_1.jpeg,/ua/shop/noutbuk-hp-14-em0012ua-14-91m21ea-natural-silver.html
